timestamp,user_id,question,curriculum_week,curriculum_topic
2025-12-02T09:01:12Z,user_01,"파이썬에서 변수를 선언할 때 자료형을 지정하지 않는 이유가 뭔가요?",1,"파이썬 기초"
2025-12-02T09:03:55Z,user_02,"input() 함수로 받은 값이 숫자처럼 보이는데 실제로는 왜 문자열인가요?",1,"파이썬 기초"
2025-12-02T09:05:10Z,user_03,"파이썬 리스트와 배열은 어떤 차이가 있는지 궁금해요.",1,"파이썬 기초"
2025-12-02T09:07:28Z,user_04,"print()에서 sep과 end 파라미터는 언제 사용하나요?",1,"파이썬 기초"
2025-12-02T09:09:40Z,user_05,"if 조건문에서 들여쓰기가 중요한 이유는 무엇인가요?",1,"파이썬 기초"
2025-12-02T09:12:13Z,user_06,"range(10)이 0부터 시작하는 이유가 있나요?",1,"파이썬 기초"
2025-12-02T09:14:55Z,user_07,"리스트를 복사할 때 = 로 하면 안 되고 copy를 써야 하는 이유가 뭔가요?",1,"파이썬 기초"
2025-12-02T09:17:32Z,user_08,"dict에 키로 리스트를 사용할 수 없는 이유는 무엇인가요?",1,"파이썬 기초"
2025-12-02T09:19:40Z,user_05,"while 문이 멈추지 않을 때 디버깅하는 팁이 있을까요?",1,"파이썬 기초"
2025-12-02T09:21:55Z,user_02,"a += 1 과 a = a + 1 의 차이가 있나요?",1,"파이썬 기초"
2025-12-02T09:24:12Z,user_03,"파이썬에서 pass 문은 어떤 상황에서 쓰나요?",1,"파이썬 기초"
2025-12-02T09:26:44Z,user_04,"리스트에서 pop과 remove의 차이가 헷갈려요.",1,"파이썬 기초"
2025-12-02T09:28:59Z,user_06,"bool 타입이 정수형을 상속한다는 말을 이해하기 어렵습니다.",1,"파이썬 기초"
2025-12-02T09:31:41Z,user_08,"파이썬에서 == 와 is 의 차이가 뭐예요?",1,"파이썬 기초"
2025-12-02T09:34:10Z,user_01,"문자열이 immutable이라는 건 어떤 의미인가요?",1,"파이썬 기초"
2025-12-02T09:36:33Z,user_05,"리스트를 for문으로 돌릴 때 index도 같이 얻는 방법이 있나요?",1,"파이썬 기초"
2025-12-02T09:38:47Z,user_07,"딕셔너리 key 순서가 파이썬 3.7부터 유지된다고 하는데 왜 그런가요?",1,"파이썬 기초"
2025-12-02T09:41:02Z,user_03,"type casting 과정에서 발생하는 오류는 어떤 경우가 있나요?",1,"파이썬 기초"
2025-12-02T09:43:15Z,user_02,"input으로 받은 값을 int로 변환할 때 에러가 나는 이유는 무엇인가요?",1,"파이썬 기초"
2025-12-02T09:45:33Z,user_08,"파이썬에서 주석 처리된 코드가 많은데 관리 팁이 있을까요?",1,"파이썬 기초"

2025-12-03T10:01:55Z,user_04,"함수에서 return을 여러 번 사용할 수도 있나요?",2,"파이썬 심화"
2025-12-03T10:03:40Z,user_05,"가변 매개변수 *args, **kwargs는 언제 쓰나요?",2,"파이썬 심화"
2025-12-03T10:05:44Z,user_06,"list comprehension과 for문 방식 중 어떤 게 더 효율적이에요?",2,"파이썬 심화"
2025-12-03T10:08:20Z,user_03,"lambda 함수로 여러 줄 표현은 정말 불가능한가요?",2,"파이썬 심화"
2025-12-03T10:10:33Z,user_08,"try-except에서 finally는 어떤 역할인가요?",2,"파이썬 심화"
2025-12-03T10:12:55Z,user_07,"파이썬의 예외 처리에서 구체적인 예외를 먼저 써야 하는 이유는요?",2,"파이썬 심화"
2025-12-03T10:15:13Z,user_02,"재귀 함수가 느린 이유는 무엇인가요?",2,"파이썬 심화"
2025-12-03T10:17:40Z,user_01,"이터레이터와 제너레이터의 차이를 설명해 주실 수 있나요?",2,"파이썬 심화"
2025-12-03T10:19:54Z,user_04,"yield가 return과 다른 점이 뭔가요?",2,"파이썬 심화"
2025-12-03T10:22:32Z,user_03,"map과 filter를 잘 사용하는 팁이 있을까요?",2,"파이썬 심화"
2025-12-03T10:25:41Z,user_06,"판다스에서 DataFrame의 shape이 어떻게 결정되나요?",2,"판다스"
2025-12-03T10:27:50Z,user_08,"CSV 파일 읽을 때 인코딩 오류는 왜 자주 발생하나요?",2,"판다스"
2025-12-03T10:29:12Z,user_05,"판다스에서 특정 컬럼만 선택하는 구문이 헷갈립니다.",2,"판다스"
2025-12-03T10:31:40Z,user_07,"groupby로 집계한 결과를 다시 원본과 병합하는 방법이 있나요?",2,"판다스"
2025-12-03T10:34:29Z,user_01,"판다스 astype 변환이 안 되는 상황은 어떤 경우인가요?",2,"판다스"
2025-12-03T10:36:11Z,user_02,"loc과 iloc 차이를 한 번 더 설명해 주세요.",2,"판다스"
2025-12-03T10:38:55Z,user_03,"pivot_table과 groupby의 차이가 뭐예요?",2,"판다스"
2025-12-03T10:41:07Z,user_08,"apply를 사용할 때 lambda와의 관계가 헷갈려요.",2,"판다스"
2025-12-03T10:43:21Z,user_04,"DataFrame에서 인덱스를 재설정해야 하는 이유는 무엇인가요?",2,"판다스"
2025-12-03T10:45:44Z,user_05,"fillna로 결측치를 채울 때 어떤 기준을 사용해야 하나요?",2,"판다스"

2025-12-04T11:01:10Z,user_05,"EDA에서 결측치를 가장 먼저 확인하는 이유는 무엇인가요?",3,"데이터 분석 기초"
2025-12-04T11:03:22Z,user_06,"describe()가 object 타입 컬럼을 요약하지 않는 이유는요?",3,"데이터 분석 기초"
2025-12-04T11:05:41Z,user_02,"범주형 변수 처리는 어떤 기준으로 해야 하나요?",3,"데이터 분석 기초"
2025-12-04T11:08:05Z,user_07,"박스플롯 whisker 범위는 어떻게 결정되나요?",3,"eda 분석"
2025-12-04T11:10:44Z,user_03,"상관계수는 값이 크면 무조건 의미 있는 건가요?",3,"eda 분석"
2025-12-04T11:12:59Z,user_04,"z-score 기반 이상치 탐지는 어느 상황에서 효과적인가요?",3,"eda 분석"
2025-12-04T11:15:28Z,user_08,"value_counts()로 얻은 빈도가 너무 많을 때 어떻게 처리하죠?",3,"데이터 분석 기초"
2025-12-04T11:17:33Z,user_01,"컬럼 타입 변환이 안 되는 이유가 무엇일까요?",3,"데이터 분석 기초"
2025-12-04T11:19:50Z,user_06,"히스토그램 bin 개수는 어떻게 정하나요?",3,"eda 분석"
2025-12-04T11:21:12Z,user_05,"누락된 값이 너무 많은 컬럼은 삭제하는 게 맞나요?",3,"데이터 분석 기초"
2025-12-04T11:23:44Z,user_02,"데이터 스케일링은 언제 적용해야 하나요?",3,"데이터 분석 기초"
2025-12-04T11:25:11Z,user_07,"파이썬에서 결측치를 np.nan과 None이 다르게 처리되나요?",3,"데이터 분석 기초"
2025-12-04T11:27:33Z,user_04,"pairplot을 사용할 때 주의할 점이 있을까요?",3,"eda 분석"
2025-12-04T11:30:44Z,user_03,"상관계수 heatmap을 너무 밝게 나오게 하는 건 왜일까요?",3,"eda 분석"
2025-12-04T11:33:41Z,user_08,"머신러닝 모델 전에 꼭 EDA를 해야 하는 이유가 있을까요?",3,"데이터 분석 기초"
2025-12-04T11:36:12Z,user_06,"df.info()에서 non-null count는 정확히 무엇을 의미하나요?",3,"데이터 분석 기초"
2025-12-04T11:38:55Z,user_05,"IQR 방식 이상치 제거는 언제 적합한가요?",3,"eda 분석"
2025-12-04T11:40:21Z,user_01,"categorical 변수 시각화 잘하는 방법 있을까요?",3,"eda 분석"
2025-12-04T11:42:33Z,user_07,"데이터 분포가 왜곡되었을 때 어떤 변환을 적용해야 하나요?",3,"데이터 분석 기초"
2025-12-04T11:45:12Z,user_02,"수치형 변수의 단위를 맞춰야 하는 이유는 무엇인가요?",3,"데이터 분석 기초"

2025-12-05T13:01:33Z,user_04,"형태소 분석에서 명사만 추출하면 정보가 부족해지나요?",4,"자연어 분석"
2025-12-05T13:03:55Z,user_06,"불용어 리스트를 직접 만드는 기준은 무엇인가요?",4,"자연어 분석"
2025-12-05T13:06:11Z,user_02,"토큰화 후 숫자가 포함된 단어는 어떻게 처리해야 하나요?",4,"자연어 분석"
2025-12-05T13:08:44Z,user_05,"감성 분석 라벨링이 어려운 이유는 무엇인가요?",4,"긍부정 분석"
2025-12-05T13:10:21Z,user_01,"TF-IDF의 IDF 값이 0이 되는 상황은 언제인가요?",4,"자연어 분석"
2025-12-05T13:12:50Z,user_07,"워드클라우드 색상은 어떻게 바뀌나요?",4,"자연어 분석"
2025-12-05T13:15:00Z,user_08,"긍부정 단어 사전은 직접 만들어야 하나요?",4,"긍부정 분석"
2025-12-05T13:17:44Z,user_03,"KoNLPy 설치가 안 되는 이유가 뭘까요?",4,"자연어 분석"
2025-12-05T13:19:33Z,user_04,"텍스트 전처리 중 특수문자 제거하면 의미가 손실되나요?",4,"자연어 분석"
2025-12-05T13:22:20Z,user_06,"N-gram은 어느 경우에 사용하는 게 좋나요?",4,"자연어 분석"
2025-12-05T13:24:55Z,user_08,"특정 단어가 너무 자주 등장하면 어떻게 처리해야 하죠?",4,"자연어 분석"
2025-12-05T13:27:41Z,user_02,"감성 분석 정확도가 낮은 이유는 보통 무엇인가요?",4,"긍부정 분석"
2025-12-05T13:29:12Z,user_03,"텍스트 데이터에서 중복 문장을 제거하는 기준은 무엇인가요?",4,"자연어 분석"
2025-12-05T13:31:55Z,user_07,"장바구니 분석에서 support 값이 너무 낮으면 어떻게 해야 하나요?",4,"장바구니 분석"
2025-12-05T13:34:10Z,user_05,"lift 값이 높은 경우는 어떤 의미인가요?",4,"장바구니 분석"
2025-12-05T13:36:47Z,user_01,"confidence가 높은 규칙은 무조건 좋은 규칙인가요?",4,"장바구니 분석"
2025-12-05T13:38:28Z,user_04,"Apriori 알고리즘이 느려지는 이유는 무엇인가요?",4,"장바구니 분석"
2025-12-05T13:40:41Z,user_06,"텍스트 데이터 전처리 순서는 어떻게 정하나요?",4,"자연어 분석"
2025-12-05T13:43:21Z,user_08,"토큰 길이에 따라 분석 결과가 달라지나요?",4,"자연어 분석"
2025-12-05T13:45:02Z,user_02,"KoNLPy에서 Okt가 가장 많이 쓰이는 이유는 무엇인가요?",4,"자연어 분석"

2025-12-06T15:01:33Z,user_03,"BeautifulSoup에서 태그 찾기가 너무 느린데 최적화 방법이 있나요?",5,"bs4"
2025-12-06T15:03:55Z,user_04,"find_all로 가져온 태그에서 텍스트만 추출하는 방법 알려주세요.",5,"bs4"
2025-12-06T15:05:41Z,user_06,"CSS selector로 요소 찾는 게 더 빠른가요?",5,"bs4"
2025-12-06T15:08:11Z,user_02,"Selenium에서 크롬 창이 자동으로 닫히는 이유가 뭔가요?",5,"selenium 을 활용한 구글 플레이 스토어 리뷰 분석"
2025-12-06T15:10:41Z,user_07,"구글 플레이 리뷰가 스크롤할 때마다 늦게 로딩됩니다. 해결책이 있을까요?",5,"selenium 을 활용한 구글 플레이 스토어 리뷰 분석"
2025-12-06T15:13:12Z,user_08,"ChromeDriver 버전 오류가 계속 뜨는데 어떻게 맞추나요?",5,"selenium 을 활용한 구글 플레이 스토어 리뷰 분석"
2025-12-06T15:15:44Z,user_01,"리뷰 텍스트가 동적으로 렌더링되는 경우 어떻게 수집하나요?",5,"selenium 을 활용한 구글 플레이 스토어 리뷰 분석"
2025-12-06T15:17:20Z,user_05,"WebDriverWait을 사용하는 적절한 타이밍을 알고 싶어요.",5,"selenium 을 활용한 구글 플레이 스토어 리뷰 분석"
2025-12-06T15:19:40Z,user_06,"iframe 내부의 요소는 어떻게 접근하나요?",5,"selenium 을 활용한 구글 플레이 스토어 리뷰 분석"
2025-12-06T15:21:59Z,user_07,"Selenium으로 스크롤을 완전 끝까지 내리는 코드를 알려주세요.",5,"selenium 을 활용한 구글 플레이 스토어 리뷰 분석"
2025-12-06T15:23:44Z,user_02,"bs4에서 클래스가 여러 개인 태그를 어떻게 선택하나요?",5,"bs4"
2025-12-06T15:25:38Z,user_03,"태그 안에 태그가 너무 많을 때 텍스트 정리가 어렵습니다.",5,"bs4"
2025-12-06T15:27:55Z,user_04,"requests로 가져온 HTML과 브라우저에서 본 HTML이 다르게 보이는데 왜죠?",5,"bs4"
2025-12-06T15:30:11Z,user_08,"셀레니움 headless 모드가 동작하지 않습니다.",5,"selenium 을 활용한 구글 플레이 스토어 리뷰 분석"
2025-12-06T15:32:55Z,user_01,"구글 플레이 리뷰가 일정 횟수 이상 안 내려가요. 제한이 있나요?",5,"selenium 을 활용한 구글 플레이 스토어 리뷰 분석"
2025-12-06T15:35:40Z,user_05,"XPath와 CSS selector 중 어떤 게 더 권장되나요?",5,"selenium 을 활용한 구글 플레이 스토어 리뷰 분석"
2025-12-06T15:37:12Z,user_06,"selenium에서 stale element 오류는 왜 발생하나요?",5,"selenium 을 활용한 구글 플레이 스토어 리뷰 분석"
2025-12-06T15:39:22Z,user_03,"bs4 prettify가 너무 느린데 대안이 있을까요?",5,"bs4"
2025-12-06T15:41:54Z,user_07,"selenium 스크립트 실행 속도를 높일 수 있는 방법 있나요?",5,"selenium 을 활용한 구글 플레이 스토어 리뷰 분석"
2025-12-06T15:43:33Z,user_02,"크롤링할 때 IP 차단을 당하지 않으려면 어떻게 해야 하나요?",5,"selenium 을 활용한 구글 플레이 스토어 리뷰 분석"

2025-12-07T16:01:33Z,user_01,"데이터 분석 프로젝트 주제를 정할 때 고려해야 할 요소는 무엇인가요?",6,"데이터 분석 프로젝트"
2025-12-07T16:03:44Z,user_02,"데이터 출처는 신뢰성을 어떻게 판단하나요?",6,"데이터 분석 프로젝트"
2025-12-07T16:05:21Z,user_03,"EDA에서 인사이트를 뽑아내는 기준이 있나요?",6,"데이터 분석 프로젝트"
2025-12-07T16:07:12Z,user_04,"전처리 파이프라인을 효율적으로 구성하는 팁 있나요?",6,"데이터 분석 프로젝트"
2025-12-07T16:09:44Z,user_05,"모델 학습 시간이 너무 오래 걸릴 때 어떻게 해결하나요?",6,"데이터 분석 프로젝트"
2025-12-07T16:11:33Z,user_06,"훈련/테스트 데이터 분리 비율은 어떻게 정해야 하나요?",6,"데이터 분석 프로젝트"
2025-12-07T16:13:55Z,user_07,"특징 공학(feature engineering)은 어떤 방식으로 접근해야 하나요?",6,"데이터 분석 프로젝트"
2025-12-07T16:15:17Z,user_08,"프로젝트 리포트를 작성할 때 시각화 우선 기준은 무엇인가요?",6,"데이터 분석 프로젝트"
2025-12-07T16:17:33Z,user_01,"데이터가 너무 크면 어떤 방식으로 샘플링해야 하나요?",6,"데이터 분석 프로젝트"
2025-12-07T16:20:10Z,user_02,"모델 선택은 어떤 지표를 기준으로 해야 하나요?",6,"데이터 분석 프로젝트"
2025-12-07T16:22:12Z,user_03,"과적합이 의심될 때 적용할 수 있는 방법은 무엇인가요?",6,"데이터 분석 프로젝트"
2025-12-07T16:23:44Z,user_04,"프로젝트 디렉토리 구조는 어떻게 설계해야 하나요?",6,"데이터 분석 프로젝트"
2025-12-07T16:25:55Z,user_05,"시각화 그래프가 많을 때 어떤 기준으로 정리해야 하나요?",6,"데이터 분석 프로젝트"
2025-12-07T16:27:41Z,user_06,"도메인 지식 부족할 때 프로젝트를 어떻게 진행하나요?",6,"데이터 분석 프로젝트"
2025-12-07T16:29:22Z,user_07,"피처 중요도 해석이 어려운데 어떤 기준을 보면 좋나요?",6,"데이터 분석 프로젝트"
2025-12-07T16:31:10Z,user_08,"전처리 코드를 함수화하는 기준이 있나요?",6,"데이터 분석 프로젝트"
2025-12-07T16:33:44Z,user_01,"최종 발표 자료 구성 시 주의할 점은 무엇인가요?",6,"데이터 분석 프로젝트"
2025-12-07T16:35:22Z,user_02,"프로젝트 baseline 모델은 어떻게 설정하나요?",6,"데이터 분석 프로젝트"
2025-12-07T16:37:40Z,user_03,"성능 향상을 위해 하이퍼파라미터 튜닝은 어떻게 시작해야 하나요?",6,"데이터 분석 프로젝트"
2025-12-07T16:39:55Z,user_04,"프로젝트 일정이 촉박할 때 우선순위를 어떻게 정하나요?",6,"데이터 분석 프로젝트"